tripduration.int32(),starttime.date(2006-01-02 15:04:05),stoptime.date(2006-01-02 15:04:05),start_station_id.string(),start_station_name.string(),start_station_latitude.auto(),start_station_longitude.auto(),end_station_id.string(),end_station_name.string(),end_station_latitude.auto(),end_station_longitude.auto(),bikeid.string(),usertype.string(),birth_year.auto(),gender.auto()
329,2015-03-10 11:38:30,2015-03-10 11:44:00,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,1044,Subscriber,1987,1
610,2015-03-10 11:39:02,2015-03-10 11:49:12,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1097,Subscriber,1985,2
298,2015-03-10 11:43:58,2015-03-10 11:48:57,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,702,Subscriber,1958,1
261,2015-03-10 11:49:59,2015-03-10 11:54:21,107,Ames St at Main St,42.3625,-71.08822,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1302,Customer,1981,1
345,2015-03-10 11:50:20,2015-03-10 11:56:05,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,797,Subscriber,1987,1
1389,2015-03-10 11:52:56,2015-03-10 12:16:05,141,Kendall Street,42.363560158429884,-71.08216792345047,141,Kendall Street,42.363560158429884,-71.08216792345047,663,Customer,1982,1
3127,2015-03-10 11:53:11,2015-03-10 12:45:19,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1140,Subscriber,1984,2
272,2015-03-10 11:53:30,2015-03-10 11:58:03,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,647,Customer,1996,1
274,2015-03-10 11:53:59,2015-03-10 11:58:33,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1074,Subscriber,1973,1
271,2015-03-10 11:54:31,2015-03-10 11:59:03,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,773,Subscriber,1981,1
398,2015-03-10 12:01:13,2015-03-10 12:07:52,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,107,Ames St at Main St,42.3625,-71.08822,891,Subscriber,1995,1
295,2015-03-10 12:03:26,2015-03-10 12:08:21,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,657,Customer,1962,2
947,2015-03-10 12:03:59,2015-03-10 12:19:46,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,1278,Subscriber,1974,2
285,2015-03-10 12:05:10,2015-03-10 12:09:56,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,957,Subscriber,1983,2
1393,2015-03-10 12:05:33,2015-03-10 12:28:47,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1113,Customer,1973,1
501,2015-03-10 12:11:17,2015-03-10 12:19:39,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,653,Customer,1982,1
320,2015-03-10 12:13:50,2015-03-10 12:19:10,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,635,Subscriber,1983,1
152,2015-03-10 12:17:48,2015-03-10 12:20:20,143,EF - North Point Park,42.369885,-71.069957,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,690,Subscriber,1984,1
356,2015-03-10 12:20:38,2015-03-10 12:26:34,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,1278,Subscriber,1994,1
234,2015-03-10 12:22:24,2015-03-10 12:26:18,107,Ames St at Main St,42.3625,-71.08822,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,707,Subscriber,1990,1
561,2015-03-10 12:30:00,2015-03-10 12:39:22,115,Porter Square Station,42.387995,-71.119084,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,998,Subscriber,1975,1
2189,2015-03-10 12:36:28,2015-03-10 13:12:58,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,115,Porter Square Station,42.387995,-71.119084,804,Subscriber,1984,1
204,2015-03-10 12:39:11,2015-03-10 12:42:36,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,1098,Subscriber,1990,1
434,2015-03-10 12:46:50,2015-03-10 12:54:05,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,107,Ames St at Main St,42.3625,-71.08822,945,Customer,1964,1
382,2015-03-10 12:46:55,2015-03-10 12:53:18,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,990,Subscriber,1983,1
463,2015-03-10 12:48:45,2015-03-10 12:56:28,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,1102,Customer,1982,1
1564,2015-03-10 12:48:45,2015-03-10 13:14:49,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,753,Customer,1959,1
446,2015-03-10 12:52:19,2015-03-10 12:59:46,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,141,Kendall Street,42.363560158429884,-71.08216792345047,797,Subscriber,1979,1
1526,2015-03-10 12:54:27,2015-03-10 13:19:54,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,1281,Subscriber,\N,0
113,2015-03-10 12:57:55,2015-03-10 12:59:48,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1102,Customer,1975,1
402,2015-03-10 13:00:25,2015-03-10 13:07:08,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1096,Subscriber,1987,1
393,2015-03-10 13:08:08,2015-03-10 13:14:41,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,1098,Subscriber,1982,2
200,2015-03-10 13:13:18,2015-03-10 13:16:39,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,635,Subscriber,1987,1
230,2015-03-10 13:15:24,2015-03-10 13:19:15,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,1002,Customer,1986,1
308,2015-03-10 13:25:39,2015-03-10 13:30:47,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,747,Customer,1982,1
989,2015-03-10 13:27:18,2015-03-10 13:43:48,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1283,Subscriber,1990,1
618,2015-03-10 13:33:53,2015-03-10 13:44:11,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,673,Customer,1967,1
572,2015-03-10 13:34:04,2015-03-10 13:43:36,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,107,Ames St at Main St,42.3625,-71.08822,1006,Subscriber,1985,2
192,2015-03-10 13:34:06,2015-03-10 13:37:19,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,141,Kendall Street,42.363560158429884,-71.08216792345047,769,Subscriber,1973,1
179,2015-03-10 13:35:44,2015-03-10 13:38:44,141,Kendall Street,42.363560158429884,-71.08216792345047,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,1015,Customer,1969,1
971,2015-03-10 13:39:09,2015-03-10 13:55:20,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,652,Subscriber,1986,1
200,2015-03-10 13:40:07,2015-03-10 13:43:27,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,685,Subscriber,1990,1
346,2015-03-10 13:42:50,2015-03-10 13:48:36,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,707,Subscriber,1984,1
377,2015-03-10 13:44:05,2015-03-10 13:50:22,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1113,Subscriber,1987,2
467,2015-03-10 13:49:55,2015-03-10 13:57:42,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,871,Subscriber,1985,1
863,2015-03-10 13:52:19,2015-03-10 14:06:43,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,796,Customer,1981,1
645,2015-03-10 13:53:55,2015-03-10 14:04:41,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,890,Subscriber,1965,1
122,2015-03-10 13:54:36,2015-03-10 13:56:39,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,654,Subscriber,1973,1
450,2015-03-10 13:57:29,2015-03-10 14:05:00,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1102,Subscriber,1991,2
281,2015-03-10 13:59:30,2015-03-10 14:04:12,107,Ames St at Main St,42.3625,-71.08822,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1268,Subscriber,1984,1
360,2015-03-10 14:06:20,2015-03-10 14:12:20,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1296,Subscriber,1982,1
1315,2015-03-10 14:11:07,2015-03-10 14:33:03,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,140,Danehy Park,42.388966,-71.132788,735,Subscriber,1984,1
352,2015-03-10 14:13:48,2015-03-10 14:19:41,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,676,Subscriber,1977,1
190,2015-03-10 14:14:54,2015-03-10 14:18:04,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1268,Subscriber,1993,1
439,2015-03-10 14:22:49,2015-03-10 14:30:09,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,107,Ames St at Main St,42.3625,-71.08822,1074,Subscriber,1984,1
450,2015-03-10 14:23:45,2015-03-10 14:31:15,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,682,Subscriber,1982,1
146,2015-03-10 14:24:48,2015-03-10 14:27:15,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,107,Ames St at Main St,42.3625,-71.08822,971,Subscriber,1993,1
220,2015-03-10 14:25:59,2015-03-10 14:29:39,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,773,Subscriber,1987,1
466,2015-03-10 14:26:18,2015-03-10 14:34:05,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,747,Subscriber,1978,2
1957,2015-03-10 14:27:31,2015-03-10 15:00:08,107,Ames St at Main St,42.3625,-71.08822,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,992,Subscriber,1950,1
248,2015-03-10 14:27:53,2015-03-10 14:32:02,107,Ames St at Main St,42.3625,-71.08822,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,716,Subscriber,1984,1
146,2015-03-10 14:28:18,2015-03-10 14:30:45,117,Binney St / Sixth St,42.366095,-71.086388,107,Ames St at Main St,42.3625,-71.08822,865,Subscriber,1985,1
271,2015-03-10 14:29:37,2015-03-10 14:34:09,107,Ames St at Main St,42.3625,-71.08822,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,876,Subscriber,1984,1
468,2015-03-10 14:30:52,2015-03-10 14:38:41,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,117,Binney St / Sixth St,42.366095,-71.086388,644,Subscriber,1985,1
813,2015-03-10 14:33:20,2015-03-10 14:46:54,115,Porter Square Station,42.387995,-71.119084,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919031768079,-71.11714124679565,741,Subscriber,1984,1
283,2015-03-10 14:34:39,2015-03-10 14:39:23,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,662,Subscriber,1985,1
461,2015-03-10 14:34:57,2015-03-10 14:42:39,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,679,Subscriber,1968,1
319,2015-03-10 14:35:12,2015-03-10 14:40:32,107,Ames St at Main St,42.3625,-71.08822,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,945,Subscriber,1979,1
367,2015-03-10 14:35:39,2015-03-10 14:41:47,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,115,Porter Square Station,42.387995,-71.119084,1075,Subscriber,1944,1
354,2015-03-10 14:38:51,2015-03-10 14:44:46,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,707,Subscriber,1988,1
1106,2015-03-10 14:43:59,2015-03-10 15:02:26,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,750,Subscriber,1988,1
290,2015-03-10 14:44:57,2015-03-10 14:49:47,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,851,Subscriber,1987,1
625,2015-03-10 14:48:21,2015-03-10 14:58:47,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,1076,Subscriber,1989,1
286,2015-03-10 14:50:30,2015-03-10 14:55:16,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,767,Customer,1970,1
829,2015-03-10 15:03:21,2015-03-10 15:17:11,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,145,Rindge Avenue - O'Neill Library,42.392766,-71.129042,685,Subscriber,1981,2
240,2015-03-10 15:04:43,2015-03-10 15:08:43,117,Binney St / Sixth St,42.366095,-71.086388,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,799,Subscriber,1984,1
399,2015-03-10 15:06:12,2015-03-10 15:12:52,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,1070,Subscriber,1985,1
228,2015-03-10 15:08:21,2015-03-10 15:12:09,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,1002,Customer,1986,1
116,2015-03-10 15:08:51,2015-03-10 15:10:48,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,853,Subscriber,1985,1
445,2015-03-10 15:09:00,2015-03-10 15:16:25,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,107,Ames St at Main St,42.3625,-71.08822,1296,Subscriber,1984,1
352,2015-03-10 15:09:59,2015-03-10 15:15:52,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,107,Ames St at Main St,42.3625,-71.08822,851,Subscriber,1985,1
1139,2015-03-10 15:13:07,2015-03-10 15:32:07,115,Porter Square Station,42.387995,-71.119084,142,Alewife Station at Russell Field,42.396105,-71.139459,1075,Subscriber,1944,1
1868,2015-03-10 15:14:59,2015-03-10 15:46:08,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,764,Subscriber,\N,0
283,2015-03-10 15:15:55,2015-03-10 15:20:38,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,107,Ames St at Main St,42.3625,-71.08822,893,Subscriber,1984,1
591,2015-03-10 15:17:49,2015-03-10 15:27:40,107,Ames St at Main St,42.3625,-71.08822,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,878,Subscriber,1987,1
478,2015-03-10 15:17:58,2015-03-10 15:25:57,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,1294,Subscriber,1984,1
259,2015-03-10 15:20:37,2015-03-10 15:24:56,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,773,Subscriber,1987,1
330,2015-03-10 15:23:36,2015-03-10 15:29:06,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,107,Ames St at Main St,42.3625,-71.08822,1283,Subscriber,1994,1
772,2015-03-10 15:26:28,2015-03-10 15:39:21,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,716,Subscriber,1987,1
166,2015-03-10 15:33:17,2015-03-10 15:36:03,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1007,Subscriber,1991,1
271,2015-03-10 15:33:57,2015-03-10 15:38:28,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,1044,Subscriber,1987,1
577,2015-03-10 15:35:33,2015-03-10 15:45:11,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,1278,Customer,1960,1
359,2015-03-10 15:36:29,2015-03-10 15:42:28,107,Ames St at Main St,42.3625,-71.08822,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,1006,Subscriber,1986,2
583,2015-03-10 15:36:32,2015-03-10 15:46:16,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,107,Ames St at Main St,42.3625,-71.08822,679,Subscriber,1990,1
910,2015-03-10 15:38:38,2015-03-10 15:53:49,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,115,Porter Square Station,42.387995,-71.119084,967,Customer,1974,2
765,2015-03-10 15:39:31,2015-03-10 15:52:17,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,992,Subscriber,1991,2
56961,2015-03-10 15:50:43,2015-03-11 07:40:04,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,753,Subscriber,\N,0
282,2015-03-10 15:50:59,2015-03-10 15:55:41,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,1070,Subscriber,1988,1
206,2015-03-10 15:51:44,2015-03-10 15:55:10,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,864,Subscriber,1987,1
728,2015-03-10 15:52:47,2015-03-10 16:04:55,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,1140,Subscriber,\N,0
136,2015-03-10 15:53:06,2015-03-10 15:55:22,107,Ames St at Main St,42.3625,-71.08822,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,865,Subscriber,1993,1
803,2015-03-10 15:54:08,2015-03-10 16:07:31,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,761,Subscriber,1991,2
280,2015-03-10 15:55:07,2015-03-10 15:59:47,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,932,Subscriber,1994,1
298,2015-03-10 15:59:41,2015-03-10 16:04:40,107,Ames St at Main St,42.3625,-71.08822,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,1296,Subscriber,1988,1
709,2015-03-10 16:00:08,2015-03-10 16:11:58,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,767,Subscriber,1990,1
403,2015-03-10 16:02:16,2015-03-10 16:09:00,117,Binney St / Sixth St,42.366095,-71.086388,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1105,Subscriber,1965,2
1097,2015-03-10 16:06:01,2015-03-10 16:24:19,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,682,Subscriber,\N,0
1304,2015-03-10 16:07:10,2015-03-10 16:28:54,140,Danehy Park,42.388966,-71.132788,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,735,Subscriber,1984,1
1243,2015-03-10 16:08:03,2015-03-10 16:28:46,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,759,Subscriber,\N,0
1121,2015-03-10 16:10:05,2015-03-10 16:28:47,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1105,Subscriber,\N,0
1037,2015-03-10 16:11:38,2015-03-10 16:28:56,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1088,Subscriber,\N,0
203,2015-03-10 16:12:42,2015-03-10 16:16:06,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,1070,Subscriber,1980,1
700,2015-03-10 16:14:17,2015-03-10 16:25:58,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,853,Subscriber,1987,1
325,2015-03-10 16:16:02,2015-03-10 16:21:28,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,1312,Subscriber,1984,2
298,2015-03-10 16:18:18,2015-03-10 16:23:16,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,117,Binney St / Sixth St,42.366095,-71.086388,1007,Subscriber,1984,1
1137,2015-03-10 16:18:57,2015-03-10 16:37:54,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,906,Subscriber,1990,1
262,2015-03-10 16:19:22,2015-03-10 16:23:44,107,Ames St at Main St,42.3625,-71.08822,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,893,Subscriber,1983,1
1068,2015-03-10 16:21:04,2015-03-10 16:38:53,142,Alewife Station at Russell Field,42.396105,-71.139459,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,1075,Subscriber,1944,1
289,2015-03-10 16:24:46,2015-03-10 16:29:36,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,1296,Subscriber,1988,1
737,2015-03-10 16:24:56,2015-03-10 16:37:13,117,Binney St / Sixth St,42.366095,-71.086388,115,Porter Square Station,42.387995,-71.119084,699,Subscriber,1969,1
1388,2015-03-10 16:26:10,2015-03-10 16:49:18,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,1287,Subscriber,\N,0
1711,2015-03-10 16:28:07,2015-03-10 16:56:38,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,1023,Subscriber,1990,1
126,2015-03-10 16:28:08,2015-03-10 16:30:15,107,Ames St at Main St,42.3625,-71.08822,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,891,Subscriber,1982,1
388,2015-03-10 16:29:45,2015-03-10 16:36:14,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,784,Subscriber,1983,2
1127,2015-03-10 16:30:35,2015-03-10 16:49:22,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,1274,Subscriber,\N,0
402,2015-03-10 16:30:47,2015-03-10 16:37:30,107,Ames St at Main St,42.3625,-71.08822,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1271,Subscriber,1984,1
1038,2015-03-10 16:32:04,2015-03-10 16:49:23,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,1088,Subscriber,\N,0
