"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
"494","2016-01-07 09:29:34","2016-01-07 09:37:49","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","73","Harvard Square at Brattle St / Eliot St","42.373231","-71.120886","816","Customer","1983","1"
"412","2016-01-07 09:29:39","2016-01-07 09:36:31","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","1295","Subscriber","1989","1"
"563","2016-01-07 09:30:22","2016-01-07 09:39:46","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","1271","Subscriber","1967","2"
"1645","2016-01-07 09:30:37","2016-01-07 09:58:02","90","Lechmere Station at Cambridge St / First St","42.370677","-71.076529","142","Alewife Station at Russell Field","42.396105","-71.139459","1533","Customer","1968","1"
"380","2016-01-07 09:31:27","2016-01-07 09:37:48","84","CambridgeSide Galleria - CambridgeSide PL at Land Blvd","42.366981","-71.076472","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","864","Subscriber","1989","1"
"517","2016-01-07 09:36:18","2016-01-07 09:44:55","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","699","Subscriber","1989","1"
"413","2016-01-07 09:41:12","2016-01-07 09:48:05","143","EF - North Point Park","42.369885","-71.069957","141","Kendall Street","42.363560158429884","-71.08216792345047","658","Subscriber","1989","1"
"222","2016-01-07 09:41:25","2016-01-07 09:45:07","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","1310","Subscriber","1992","1"
"153","2016-01-07 09:44:17","2016-01-07 09:46:51","117","Binney St / Sixth St","42.366095","-71.086388","72","One Broadway / Kendall Sq at Main St / 3rd St","42.362613","-71.084105","1282","Customer","1984","1"
"521","2016-01-07 09:44:52","2016-01-07 09:53:33","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","803","Subscriber","1987","2"
"373","2016-01-07 09:45:17","2016-01-07 09:51:31","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","141","Kendall Street","42.363560158429884","-71.08216792345047","1239","Subscriber","1992","1"
"191","2016-01-07 09:49:46","2016-01-07 09:52:57","117","Binney St / Sixth St","42.366095","-71.086388","107","Ames St at Main St","42.3625","-71.08822","917","Subscriber","1988","2"
"448","2016-01-07 09:50:22","2016-01-07 09:57:50","110","Harvard University Gund Hall at Quincy St / Kirkland S","42.376369","-71.114025","104","Harvard University Radcliffe Quadrangle at Shepard St / Garden St","42.380287","-71.125107","1293","Customer","1962","2"
"344","2016-01-07 09:50:53","2016-01-07 09:56:37","72","One Broadway / Kendall Sq at Main St / 3rd St","42.362613","-71.084105","90","Lechmere Station at Cambridge St / First St","42.370677","-71.076529","639","Subscriber","1981","1"
"1210","2016-01-07 09:52:54","2016-01-07 10:13:04","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","142","Alewife Station at Russell Field","42.396105","-71.139459","672","Subscriber","1968","1"
"768","2016-01-07 09:52:59","2016-01-07 10:05:47","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","108","Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St","42.377945","-71.116865","283","Subscriber","1984","1"
"349","2016-01-07 09:54:41","2016-01-07 10:00:31","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","888","Subscriber","1989","1"
"333","2016-01-07 09:58:57","2016-01-07 10:04:30","141","Kendall Street","42.363560158429884","-71.08216792345047","143","EF - North Point Park","42.369885","-71.069957","1239","Customer","1978","2"
"275","2016-01-07 10:00:08","2016-01-07 10:04:43","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","749","Customer","1963","1"
"362","2016-01-07 10:03:59","2016-01-07 10:10:01","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","782","Subscriber","1988","1"
"749","2016-01-07 10:07:13","2016-01-07 10:19:42","143","EF - North Point Park","42.369885","-71.069957","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","635","Subscriber",\N,"0"
"619","2016-01-07 10:13:12","2016-01-07 10:23:32","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","1139","Subscriber","1985","1"
"372","2016-01-07 10:15:46","2016-01-07 10:21:58","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","679","Subscriber","1980","1"
"1081","2016-01-07 10:19:26","2016-01-07 10:37:27","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","84","CambridgeSide Galleria - CambridgeSide PL at Land Blvd","42.366981","-71.076472","661","Customer","1975","1"
"363","2016-01-07 10:23:23","2016-01-07 10:29:26","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","70","Harvard Kennedy School at Bennett St / Eliot St","42.371196","-71.121473","759","Subscriber","1991","2"
"266","2016-01-07 10:24:34","2016-01-07 10:29:01","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","110","Harvard University Gund Hall at Quincy St / Kirkland S","42.376369","-71.114025","635","Subscriber","1985","2"
"283","2016-01-07 10:26:31","2016-01-07 10:31:14","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","73","Harvard Square at Brattle St / Eliot St","42.373231","-71.120886","943","Subscriber","1975","1"
"324","2016-01-07 10:26:44","2016-01-07 10:32:09","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","70","Harvard Kennedy School at Bennett St / Eliot St","42.371196","-71.121473","1547","Subscriber","1992","2"
"706","2016-01-07 10:26:55","2016-01-07 10:38:41","142","Alewife Station at Russell Field","42.396105","-71.139459","73","Harvard Square at Brattle St / Eliot St","42.373231","-71.120886","771","Customer","1977","1"
"484","2016-01-07 10:27:15","2016-01-07 10:35:19","143","EF - North Point Park","42.369885","-71.069957","72","One Broadway / Kendall Sq at Main St / 3rd St","42.362613","-71.084105","1538","Subscriber","1983","1"
"391","2016-01-07 10:29:04","2016-01-07 10:35:36","179","MIT Vassar St","42.355601213279265","-71.10394477844238","107","Ames St at Main St","42.3625","-71.08822","694","Subscriber","1988","2"
"516","2016-01-07 10:29:15","2016-01-07 10:37:51","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","1100","Customer","1973","1"
"480","2016-01-07 10:31:25","2016-01-07 10:39:26","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","104","Harvard University Radcliffe Quadrangle at Shepard St / Garden St","42.380287","-71.125107","683","Subscriber","1992","1"
"362","2016-01-07 10:31:30","2016-01-07 10:37:32","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","668","Subscriber","1986","2"
"412","2016-01-07 10:37:29","2016-01-07 10:44:21","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","107","Ames St at Main St","42.3625","-71.08822","1295","Subscriber","1989","1"
"631","2016-01-07 10:43:39","2016-01-07 10:54:10","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","754","Subscriber","1958","2"
"262","2016-01-07 10:43:45","2016-01-07 10:48:07","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","1294","Subscriber","1990","1"
"255","2016-01-07 10:44:05","2016-01-07 10:48:20","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","1270","Subscriber","1989","1"
"324","2016-01-07 10:44:39","2016-01-07 10:50:03","179","MIT Vassar St","42.355601213279265","-71.10394477844238","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","1569","Subscriber","1993","1"
"410","2016-01-07 10:46:47","2016-01-07 10:53:38","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","107","Ames St at Main St","42.3625","-71.08822","836","Subscriber","1978","2"
"309","2016-01-07 10:48:51","2016-01-07 10:54:00","179","MIT Vassar St","42.355601213279265","-71.10394477844238","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","690","Subscriber","1985","1"
"386","2016-01-07 10:49:24","2016-01-07 10:55:50","140","Danehy Park","42.388966","-71.132788","115","Porter Square Station","42.387995","-71.119084","685","Subscriber","1988","1"
"258","2016-01-07 10:51:48","2016-01-07 10:56:06","180","Mt Auburn","42.37478628706384","-71.13320231437683","73","Harvard Square at Brattle St / Eliot St","42.373231","-71.120886","893","Subscriber","1982","1"
"210","2016-01-07 10:52:30","2016-01-07 10:56:01","104","Harvard University Radcliffe Quadrangle at Shepard St / Garden St","42.380287","-71.125107","89","Harvard Law School at Mass Ave / Jarvis St","42.379011","-71.119945","683","Subscriber","1992","1"
"534","2016-01-07 10:54:17","2016-01-07 11:03:11","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","72","One Broadway / Kendall Sq at Main St / 3rd St","42.362613","-71.084105","806","Subscriber","1983","1"
"99","2016-01-07 10:55:06","2016-01-07 10:56:46","178","MIT Pacific St at Purrington St","42.35957320109044","-71.10129475593567","177","University Park","42.36264779118595","-71.10006093978882","1280","Subscriber","1989","1"
"759","2016-01-07 10:58:55","2016-01-07 11:11:35","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","73","Harvard Square at Brattle St / Eliot St","42.373231","-71.120886","841","Subscriber","1979","2"
"831","2016-01-07 10:59:39","2016-01-07 11:13:30","115","Porter Square Station","42.387995","-71.119084","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","685","Subscriber","1984","2"
"127","2016-01-07 11:02:04","2016-01-07 11:04:12","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","1084","Subscriber","1997","1"
"565","2016-01-07 11:03:20","2016-01-07 11:12:45","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","97","Harvard University River Houses at DeWolfe St / Cowperthwaite St","42.36919031768079","-71.11714124679565","1100","Customer","1973","1"
"395","2016-01-07 11:04:36","2016-01-07 11:11:12","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","107","Ames St at Main St","42.3625","-71.08822","1560","Subscriber","1983","1"
"278","2016-01-07 09:45:46","2016-01-07 09:50:25","97","Harvard University River Houses at DeWolfe St / Cowperthwaite St","42.36919031768079","-71.11714124679565","29","Innovation Lab - 125 Western Ave. at Batten Way","42.363732","-71.124565","1530","Subscriber","1980","1"
"200","2016-01-07 11:08:01","2016-01-07 11:11:22","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","1526","Customer","1986","2"
"314","2016-01-07 11:08:48","2016-01-07 11:14:03","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","782","Customer","1962","1"
"430","2016-01-07 11:09:05","2016-01-07 11:16:15","104","Harvard University Radcliffe Quadrangle at Shepard St / Garden St","42.380287","-71.125107","110","Harvard University Gund Hall at Quincy St / Kirkland S","42.376369","-71.114025","1293","Customer","1962","2"
"619","2016-01-07 11:10:54","2016-01-07 11:21:13","89","Harvard Law School at Mass Ave / Jarvis St","42.379011","-71.119945","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","857","Subscriber","1991","2"
"220","2016-01-07 11:13:22","2016-01-07 11:17:03","73","Harvard Square at Brattle St / Eliot St","42.373231","-71.120886","104","Harvard University Radcliffe Quadrangle at Shepard St / Garden St","42.380287","-71.125107","893","Customer","1953","1"
"476","2016-01-07 11:13:35","2016-01-07 11:21:32","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","421","Subscriber","1978","2"
"513","2016-01-07 11:13:51","2016-01-07 11:22:24","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","1569","Customer","1974","1"
"308","2016-01-07 11:19:03","2016-01-07 11:24:11","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","1529","Customer","1985","1"
"1473","2016-01-07 11:25:52","2016-01-07 11:50:26","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","803","Customer","1987","1"
"368","2016-01-07 11:26:15","2016-01-07 11:32:23","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","691","Subscriber","1991","2"
"632","2016-01-07 11:28:13","2016-01-07 11:38:46","107","Ames St at Main St","42.3625","-71.08822","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","484","Subscriber","1983","1"
"297","2016-01-07 11:29:53","2016-01-07 11:34:51","178","MIT Pacific St at Purrington St","42.35957320109044","-71.10129475593567","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","659","Subscriber","1986","1"
"223","2016-01-07 11:30:16","2016-01-07 11:33:59","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","108","Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St","42.377945","-71.116865","87","Subscriber","1986","1"
"413","2016-01-07 11:32:05","2016-01-07 11:38:59","179","MIT Vassar St","42.355601213279265","-71.10394477844238","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","1041","Subscriber","1986","2"
"301","2016-01-07 11:33:44","2016-01-07 11:38:45","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","177","University Park","42.36264779118595","-71.10006093978882","681","Subscriber","1985","1"
"703","2016-01-07 11:34:39","2016-01-07 11:46:23","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","749","Customer","1963","1"
"392","2016-01-07 11:37:20","2016-01-07 11:43:52","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","777","Subscriber","1990","2"
"358","2016-01-07 11:38:22","2016-01-07 11:44:20","141","Kendall Street","42.363560158429884","-71.08216792345047","84","CambridgeSide Galleria - CambridgeSide PL at Land Blvd","42.366981","-71.076472","644","Customer","1982","2"
"435","2016-01-07 11:38:46","2016-01-07 11:46:01","107","Ames St at Main St","42.3625","-71.08822","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","854","Subscriber","1988","2"
"1267","2016-01-07 11:39:59","2016-01-07 12:01:06","118","Linear Park - Mass. Ave. at Cameron Ave. ","42.397828","-71.130516","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","1552","Customer","1973","1"
"576","2016-01-07 11:42:32","2016-01-07 11:52:09","104","Harvard University Radcliffe Quadrangle at Shepard St / Garden St","42.380287","-71.125107","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","893","Customer","1949","1"
"849","2016-01-07 11:43:30","2016-01-07 11:57:40","115","Porter Square Station","42.387995","-71.119084","37","New Balance - 20 Guest St.","42.357402","-71.147782","1276","Subscriber","1988","1"
"381","2016-01-07 11:48:39","2016-01-07 11:55:01","70","Harvard Kennedy School at Bennett St / Eliot St","42.371196","-71.121473","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","1272","Subscriber","1991","1"
"487","2016-01-07 11:51:27","2016-01-07 11:59:34","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","1569","Subscriber","1985","1"
"318","2016-01-07 11:53:11","2016-01-07 11:58:29","177","University Park","42.36264779118595","-71.10006093978882","107","Ames St at Main St","42.3625","-71.08822","1280","Subscriber","1989","1"
"708","2016-01-07 11:53:41","2016-01-07 12:05:30","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","738","Customer","1969","2"
"602","2016-01-07 11:56:34","2016-01-07 12:06:37","176","Lesley University","42.38674802045056","-71.11901879310608","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","1312","Subscriber","1981","2"
"339","2016-01-07 11:56:41","2016-01-07 12:02:21","179","MIT Vassar St","42.355601213279265","-71.10394477844238","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","643","Subscriber","1985","1"
"398","2016-01-07 12:03:19","2016-01-07 12:09:57","110","Harvard University Gund Hall at Quincy St / Kirkland S","42.376369","-71.114025","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","635","Subscriber",\N,"0"
"612","2016-01-07 12:04:03","2016-01-07 12:14:15","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","107","Ames St at Main St","42.3625","-71.08822","835","Subscriber","1990","1"
"1304","2016-01-07 12:04:04","2016-01-07 12:25:49","110","Harvard University Gund Hall at Quincy St / Kirkland S","42.376369","-71.114025","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","769","Subscriber",\N,"0"
"443","2016-01-07 12:05:43","2016-01-07 12:13:07","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","107","Ames St at Main St","42.3625","-71.08822","959","Subscriber","1991","2"
"168","2016-01-07 12:10:23","2016-01-07 12:13:12","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","1209","Subscriber","1984","1"
"391","2016-01-07 12:12:05","2016-01-07 12:18:36","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","668","Subscriber",\N,"0"
"382","2016-01-07 12:18:47","2016-01-07 12:25:09","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","651","Subscriber","1990","2"
"625","2016-01-07 12:20:16","2016-01-07 12:30:41","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","1298","Subscriber","1948","1"
"598","2016-01-07 12:21:17","2016-01-07 12:31:16","97","Harvard University River Houses at DeWolfe St / Cowperthwaite St","42.36919031768079","-71.11714124679565","115","Porter Square Station","42.387995","-71.119084","984","Subscriber","1995","1"
"355","2016-01-07 12:24:35","2016-01-07 12:30:30","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","1542","Subscriber","1968","1"
"936","2016-01-07 12:25:05","2016-01-07 12:40:42","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","755","Subscriber","1980","1"
"2182","2016-01-07 12:26:27","2016-01-07 13:02:50","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","769","Subscriber",\N,"0"
"1335","2016-01-07 12:26:37","2016-01-07 12:48:52","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","97","Harvard University River Houses at DeWolfe St / Cowperthwaite St","42.36919031768079","-71.11714124679565","1251","Subscriber",\N,"0"
"568","2016-01-07 12:27:03","2016-01-07 12:36:31","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","635","Subscriber","1985","1"
"2185","2016-01-07 12:27:21","2016-01-07 13:03:47","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","1271","Subscriber",\N,"0"
"2145","2016-01-07 12:28:14","2016-01-07 13:03:59","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","647","Subscriber",\N,"0"
"236","2016-01-07 12:29:23","2016-01-07 12:33:19","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","637","Subscriber","1989","1"
"291","2016-01-07 12:30:57","2016-01-07 12:35:49","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","1578","Subscriber","1975","1"
"222","2016-01-07 12:31:45","2016-01-07 12:35:28","141","Kendall Street","42.363560158429884","-71.08216792345047","84","CambridgeSide Galleria - CambridgeSide PL at Land Blvd","42.366981","-71.076472","658","Subscriber","1989","1"
"959","2016-01-07 12:40:08","2016-01-07 12:56:08","143","EF - North Point Park","42.369885","-71.069957","143","EF - North Point Park","42.369885","-71.069957","1283","Subscriber","1990","2"
"843","2016-01-07 12:41:02","2016-01-07 12:55:06","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","176","Lesley University","42.38674802045056","-71.11901879310608","1085","Customer","1960","2"
"681","2016-01-07 12:41:13","2016-01-07 12:52:34","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","178","MIT Pacific St at Purrington St","42.35957320109044","-71.10129475593567","659","Subscriber","1986","1"
"253","2016-01-07 12:44:32","2016-01-07 12:48:45","178","MIT Pacific St at Purrington St","42.35957320109044","-71.10129475593567","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","638","Subscriber","1991","1"
"365","2016-01-07 12:47:10","2016-01-07 12:53:15","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","73","Harvard Square at Brattle St / Eliot St","42.373231","-71.120886","1047","Subscriber","1991","1"
"328","2016-01-07 12:47:56","2016-01-07 12:53:25","177","University Park","42.36264779118595","-71.10006093978882","107","Ames St at Main St","42.3625","-71.08822","681","Subscriber","1975","1"
"323","2016-01-07 12:47:57","2016-01-07 12:53:20","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","70","Harvard Kennedy School at Bennett St / Eliot St","42.371196","-71.121473","1272","Subscriber","1991","1"
"241","2016-01-07 12:53:27","2016-01-07 12:57:29","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","1313","Subscriber","1967","2"
"502","2016-01-07 12:55:31","2016-01-07 13:03:53","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","186","Subscriber","1990","2"
"250","2016-01-07 12:56:25","2016-01-07 13:00:36","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","84","Subscriber","1978","1"
"133","2016-01-07 12:59:01","2016-01-07 13:01:14","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","1209","Subscriber","1984","1"
"239","2016-01-07 13:01:51","2016-01-07 13:05:51","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","1298","Subscriber","1981","1"
"301","2016-01-07 13:02:45","2016-01-07 13:07:46","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","72","One Broadway / Kendall Sq at Main St / 3rd St","42.362613","-71.084105","1310","Subscriber","1997","1"
"396","2016-01-07 13:09:01","2016-01-07 13:15:37","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","176","Lesley University","42.38674802045056","-71.11901879310608","1298","Customer","1949","1"
"505","2016-01-07 13:14:02","2016-01-07 13:22:28","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","1569","Subscriber","1984","1"
"397","2016-01-07 13:14:35","2016-01-07 13:21:13","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","186","Subscriber","1990","2"
"220","2016-01-07 13:20:57","2016-01-07 13:24:38","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","1312","Subscriber","1960","2"
"152","2016-01-07 13:22:18","2016-01-07 13:24:50","72","One Broadway / Kendall Sq at Main St / 3rd St","42.362613","-71.084105","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","1538","Subscriber","1997","1"
"248","2016-01-07 13:22:25","2016-01-07 13:26:33","107","Ames St at Main St","42.3625","-71.08822","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","856","Subscriber","1988","2"
"3446","2016-01-07 13:24:32","2016-01-07 14:21:59","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","854","Subscriber",\N,"0"
"3376","2016-01-07 13:25:41","2016-01-07 14:21:58","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","668","Subscriber",\N,"0"
"3344","2016-01-07 13:26:06","2016-01-07 14:21:51","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","1552","Subscriber",\N,"0"
"646","2016-01-07 13:27:50","2016-01-07 13:38:37","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","738","Subscriber","1985","1"
"275","2016-01-07 13:32:08","2016-01-07 13:36:43","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","108","Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St","42.377945","-71.116865","660","Subscriber","1974","1"
"325","2016-01-07 13:32:11","2016-01-07 13:37:36","73","Harvard Square at Brattle St / Eliot St","42.373231","-71.120886","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","1105","Subscriber","1988","1"
"786","2016-01-07 13:44:53","2016-01-07 13:57:59","4","Tremont St. at Berkeley St.","42.345392","-71.069616","33","Kenmore Sq / Comm Ave","42.348706","-71.097009","253","Customer","1985","1"
"455","2016-01-07 13:45:11","2016-01-07 13:52:47","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","72","One Broadway / Kendall Sq at Main St / 3rd St","42.362613","-71.084105","856","Customer","1986","1"
