"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
"201","2016-02-02 18:50:09","2016-02-02 18:53:31","177","University Park","42.36264779118595","-71.10006093978882","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","1578","Subscriber","1984","1"
"714","2016-02-02 18:51:18","2016-02-02 19:03:12","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","97","Harvard University River Houses at DeWolfe St / Cowperthwaite St","42.36919031768079","-71.11714124679565","659","Subscriber","1995","1"
"253","2016-02-02 18:51:26","2016-02-02 18:55:39","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","798","Subscriber","1974","1"
"332","2016-02-02 18:51:50","2016-02-02 18:57:23","107","Ames St at Main St","42.3625","-71.08822","177","University Park","42.36264779118595","-71.10006093978882","1109","Subscriber","1992","1"
"636","2016-02-02 18:52:35","2016-02-02 19:03:11","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","73","Harvard Square at Brattle St / Eliot St","42.373231","-71.120886","699","Subscriber","1987","1"
"118","2016-02-02 18:53:25","2016-02-02 18:55:23","90","Lechmere Station at Cambridge St / First St","42.370677","-71.076529","143","EF - North Point Park","42.369885","-71.069957","705","Subscriber","1982","1"
"1295","2016-02-02 18:54:01","2016-02-02 19:15:37","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","108","Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St","42.377945","-71.116865","1578","Subscriber","1991","1"
"484","2016-02-02 18:54:30","2016-02-02 19:02:35","84","CambridgeSide Galleria - CambridgeSide PL at Land Blvd","42.366981","-71.076472","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","1534","Subscriber","1986","1"
"157","2016-02-02 18:55:27","2016-02-02 18:58:04","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","1291","Subscriber","1992","1"
"645","2016-02-02 18:57:27","2016-02-02 19:08:13","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","108","Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St","42.377945","-71.116865","1303","Subscriber","1992","1"
"578","2016-02-02 18:58:28","2016-02-02 19:08:06","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","1171","Subscriber","1987","2"
"1004","2016-02-02 18:59:31","2016-02-02 19:16:16","108","Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St","42.377945","-71.116865","142","Alewife Station at Russell Field","42.396105","-71.139459","1542","Subscriber","1944","1"
"1111","2016-02-02 19:00:12","2016-02-02 19:18:43","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","176","Lesley University","42.38674802045056","-71.11901879310608","1118","Subscriber",\N,"0"
"255","2016-02-02 19:00:49","2016-02-02 19:05:05","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","798","Subscriber","1993","1"
"389","2016-02-02 19:02:32","2016-02-02 19:09:01","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","1536","Subscriber","1983","1"
"156","2016-02-02 19:02:33","2016-02-02 19:05:10","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","1291","Subscriber","1994","2"
"341","2016-02-02 19:03:16","2016-02-02 19:08:57","72","One Broadway / Kendall Sq at Main St / 3rd St","42.362613","-71.084105","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","1554","Subscriber","1990","1"
"836","2016-02-02 19:05:00","2016-02-02 19:18:56","72","One Broadway / Kendall Sq at Main St / 3rd St","42.362613","-71.084105","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","803","Subscriber","1987","1"
"371","2016-02-02 19:05:32","2016-02-02 19:11:43","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","999","Subscriber","1992","2"
"364","2016-02-02 19:05:41","2016-02-02 19:11:45","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","875","Subscriber","1991","1"
"361","2016-02-02 19:06:45","2016-02-02 19:12:46","84","CambridgeSide Galleria - CambridgeSide PL at Land Blvd","42.366981","-71.076472","72","One Broadway / Kendall Sq at Main St / 3rd St","42.362613","-71.084105","796","Customer","1957","2"
"164","2016-02-02 19:06:56","2016-02-02 19:09:40","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","107","Ames St at Main St","42.3625","-71.08822","1534","Subscriber","1963","1"
"406","2016-02-02 19:06:58","2016-02-02 19:13:44","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","917","Customer","1985","1"
"184","2016-02-02 19:07:25","2016-02-02 19:10:29","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","798","Subscriber","1997","2"
"437","2016-02-02 19:09:18","2016-02-02 19:16:35","84","CambridgeSide Galleria - CambridgeSide PL at Land Blvd","42.366981","-71.076472","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","656","Subscriber","1988","1"
"332","2016-02-02 19:09:30","2016-02-02 19:15:03","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","1539","Subscriber","1990","1"
"571","2016-02-02 19:10:06","2016-02-02 19:19:38","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","873","Subscriber","1990","2"
"440","2016-02-02 19:10:06","2016-02-02 19:17:27","177","University Park","42.36264779118595","-71.10006093978882","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","1109","Subscriber","1992","1"
"84210","2016-02-02 19:10:39","2016-02-03 18:34:10","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","1533","Customer","1960","1"
"297","2016-02-02 19:12:05","2016-02-02 19:17:02","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","851","Subscriber","1985","1"
"442","2016-02-02 19:13:59","2016-02-02 19:21:21","89","Harvard Law School at Mass Ave / Jarvis St","42.379011","-71.119945","176","Lesley University","42.38674802045056","-71.11901879310608","1091","Subscriber","1992","1"
"915","2016-02-02 19:14:08","2016-02-02 19:29:23","70","Harvard Kennedy School at Bennett St / Eliot St","42.371196","-71.121473","97","Harvard University River Houses at DeWolfe St / Cowperthwaite St","42.36919031768079","-71.11714124679565","1062","Subscriber","1983","2"
"352","2016-02-02 19:14:43","2016-02-02 19:20:35","108","Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St","42.377945","-71.116865","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","1303","Subscriber","1986","2"
"422","2016-02-02 19:15:50","2016-02-02 19:22:52","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","660","Subscriber","1981","2"
"391","2016-02-02 19:16:25","2016-02-02 19:22:56","108","Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St","42.377945","-71.116865","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","754","Subscriber","1986","1"
"3124","2016-02-02 19:18:18","2016-02-02 20:10:23","142","Alewife Station at Russell Field","42.396105","-71.139459","108","Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St","42.377945","-71.116865","1542","Subscriber","1944","1"
"342","2016-02-02 19:18:31","2016-02-02 19:24:13","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","731","Customer","1956","2"
"500","2016-02-02 19:19:50","2016-02-02 19:28:10","72","One Broadway / Kendall Sq at Main St / 3rd St","42.362613","-71.084105","179","MIT Vassar St","42.355601213279265","-71.10394477844238","1559","Subscriber","1982","1"
"306","2016-02-02 19:21:34","2016-02-02 19:26:41","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","1556","Subscriber","1996","1"
"209","2016-02-02 19:22:05","2016-02-02 19:25:34","73","Harvard Square at Brattle St / Eliot St","42.373231","-71.120886","108","Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St","42.377945","-71.116865","699","Subscriber","1992","1"
"271","2016-02-02 19:22:04","2016-02-02 19:26:36","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","1539","Subscriber","1991","1"
"459","2016-02-02 19:22:24","2016-02-02 19:30:04","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","656","Subscriber","1985","1"
"1167","2016-02-02 19:23:23","2016-02-02 19:42:50","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","142","Alewife Station at Russell Field","42.396105","-71.139459","1552","Customer","1977","1"
"532","2016-02-02 19:26:39","2016-02-02 19:35:32","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","897","Subscriber","1986","1"
"207","2016-02-02 19:28:28","2016-02-02 19:31:55","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","108","Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St","42.377945","-71.116865","1088","Subscriber","1980","1"
"256","2016-02-02 19:28:38","2016-02-02 19:32:55","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","764","Subscriber","1981","1"
"319","2016-02-02 19:29:04","2016-02-02 19:34:23","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","1307","Subscriber","1989","1"
"370","2016-02-02 19:31:19","2016-02-02 19:37:30","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","1538","Subscriber","1981","2"
"491","2016-02-02 19:33:53","2016-02-02 19:42:04","70","Harvard Kennedy School at Bennett St / Eliot St","42.371196","-71.121473","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","768","Subscriber","1991","1"
"1173","2016-02-02 19:34:56","2016-02-02 19:54:30","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","140","Danehy Park","42.388966","-71.132788","798","Subscriber","1984","1"
"1126","2016-02-02 19:35:03","2016-02-02 19:53:49","70","Harvard Kennedy School at Bennett St / Eliot St","42.371196","-71.121473","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","898","Subscriber","1988","2"
"185","2016-02-02 19:37:04","2016-02-02 19:40:09","72","One Broadway / Kendall Sq at Main St / 3rd St","42.362613","-71.084105","117","Binney St / Sixth St","42.366095","-71.086388","732","Customer","1984","1"
"1027","2016-02-02 19:38:17","2016-02-02 19:55:24","72","One Broadway / Kendall Sq at Main St / 3rd St","42.362613","-71.084105","108","Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St","42.377945","-71.116865","672","Subscriber","1977","1"
"252","2016-02-02 19:38:35","2016-02-02 19:42:48","177","University Park","42.36264779118595","-71.10006093978882","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","1072","Subscriber","1996","1"
"857","2016-02-02 19:39:31","2016-02-02 19:53:49","70","Harvard Kennedy School at Bennett St / Eliot St","42.371196","-71.121473","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","1102","Subscriber","1988","1"
"616","2016-02-02 19:39:33","2016-02-02 19:49:50","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","107","Ames St at Main St","42.3625","-71.08822","1306","Subscriber","1987","1"
"399","2016-02-02 19:41:06","2016-02-02 19:47:46","70","Harvard Kennedy School at Bennett St / Eliot St","42.371196","-71.121473","89","Harvard Law School at Mass Ave / Jarvis St","42.379011","-71.119945","1108","Subscriber","1985","1"
"324","2016-02-02 19:42:49","2016-02-02 19:48:13","107","Ames St at Main St","42.3625","-71.08822","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","1557","Subscriber","1979","1"
"296","2016-02-02 19:43:22","2016-02-02 19:48:18","107","Ames St at Main St","42.3625","-71.08822","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","1534","Subscriber","1992","2"
"354","2016-02-02 19:43:55","2016-02-02 19:49:49","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","178","MIT Pacific St at Purrington St","42.35957320109044","-71.10129475593567","877","Subscriber","1989","2"
"521","2016-02-02 19:46:35","2016-02-02 19:55:17","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","888","Subscriber","1985","1"
"185","2016-02-02 19:48:55","2016-02-02 19:52:00","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","177","University Park","42.36264779118595","-71.10006093978882","1072","Subscriber","1995","1"
"312","2016-02-02 19:49:13","2016-02-02 19:54:26","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","1004","Subscriber","1985","1"
"1173","2016-02-02 19:50:08","2016-02-02 20:09:41","118","Linear Park - Mass. Ave. at Cameron Ave. ","42.397828","-71.130516","118","Linear Park - Mass. Ave. at Cameron Ave. ","42.397828","-71.130516","779","Customer","1976","2"
"200","2016-02-02 19:52:11","2016-02-02 19:55:31","142","Alewife Station at Russell Field","42.396105","-71.139459","118","Linear Park - Mass. Ave. at Cameron Ave. ","42.397828","-71.130516","1552","Customer","1984","1"
"215","2016-02-02 19:53:03","2016-02-02 19:56:38","179","MIT Vassar St","42.355601213279265","-71.10394477844238","178","MIT Pacific St at Purrington St","42.35957320109044","-71.10129475593567","1292","Subscriber","1984","1"
"650","2016-02-02 19:54:04","2016-02-02 20:04:54","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","1128","Subscriber","1991","1"
"462","2016-02-02 19:56:26","2016-02-02 20:04:09","110","Harvard University Gund Hall at Quincy St / Kirkland S","42.376369","-71.114025","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","1528","Subscriber","1974","1"
"388","2016-02-02 19:57:14","2016-02-02 20:03:43","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","1554","Subscriber","1980","1"
"1138","2016-02-02 19:58:35","2016-02-02 20:17:33","140","Danehy Park","42.388966","-71.132788","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","723","Customer","1986","1"
"406","2016-02-02 19:59:59","2016-02-02 20:06:46","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","1060","Subscriber","1993","1"
"359","2016-02-02 20:00:18","2016-02-02 20:06:18","107","Ames St at Main St","42.3625","-71.08822","178","MIT Pacific St at Purrington St","42.35957320109044","-71.10129475593567","1547","Subscriber","1990","2"
"233","2016-02-02 20:02:28","2016-02-02 20:06:21","117","Binney St / Sixth St","42.366095","-71.086388","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","799","Subscriber","1991","1"
"686","2016-02-02 20:02:34","2016-02-02 20:14:01","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","1291","Subscriber","1990","2"
"374","2016-02-02 20:03:41","2016-02-02 20:09:56","89","Harvard Law School at Mass Ave / Jarvis St","42.379011","-71.119945","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","822","Subscriber","1988","2"
"4356","2016-02-02 20:03:46","2016-02-02 21:16:22","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","108","Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St","42.377945","-71.116865","709","Subscriber","1990","1"
"241","2016-02-02 20:04:38","2016-02-02 20:08:39","178","MIT Pacific St at Purrington St","42.35957320109044","-71.10129475593567","179","MIT Vassar St","42.355601213279265","-71.10394477844238","741","Subscriber","1970","0"
"359","2016-02-02 20:05:01","2016-02-02 20:11:00","107","Ames St at Main St","42.3625","-71.08822","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","1306","Subscriber","1991","2"
"330","2016-02-02 20:06:17","2016-02-02 20:11:47","177","University Park","42.36264779118595","-71.10006093978882","107","Ames St at Main St","42.3625","-71.08822","1567","Subscriber","1992","2"
"561","2016-02-02 20:09:42","2016-02-02 20:19:04","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","1015","Subscriber","1980","2"
"325","2016-02-02 20:11:08","2016-02-02 20:16:33","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","1564","Customer","1970","2"
"346","2016-02-02 20:13:02","2016-02-02 20:18:49","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","863","Subscriber",\N,"0"
"1052","2016-02-02 20:15:20","2016-02-02 20:32:52","118","Linear Park - Mass. Ave. at Cameron Ave. ","42.397828","-71.130516","118","Linear Park - Mass. Ave. at Cameron Ave. ","42.397828","-71.130516","1265","Subscriber","1993","1"
"302","2016-02-02 20:17:31","2016-02-02 20:22:33","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","682","Subscriber","1989","1"
"233","2016-02-02 20:18:49","2016-02-02 20:22:43","178","MIT Pacific St at Purrington St","42.35957320109044","-71.10129475593567","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","1537","Subscriber","1984","1"
"457","2016-02-02 20:19:46","2016-02-02 20:27:24","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","97","Harvard University River Houses at DeWolfe St / Cowperthwaite St","42.36919031768079","-71.11714124679565","736","Subscriber","1990","1"
"352","2016-02-02 20:22:37","2016-02-02 20:28:30","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","781","Subscriber","1994","1"
"612","2016-02-02 20:22:44","2016-02-02 20:32:56","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","1294","Subscriber","1978","1"
"326","2016-02-02 20:22:45","2016-02-02 20:28:11","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","177","University Park","42.36264779118595","-71.10006093978882","635","Subscriber","1991","1"
"350","2016-02-02 20:23:00","2016-02-02 20:28:50","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","1282","Customer","1992","1"
"658","2016-02-02 20:23:15","2016-02-02 20:34:14","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","1267","Customer","1994","1"
"288","2016-02-02 20:24:47","2016-02-02 20:29:35","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","764","Subscriber","1985","1"
"539","2016-02-02 20:26:52","2016-02-02 20:35:51","108","Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St","42.377945","-71.116865","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","699","Subscriber","1988","1"
"71","2016-02-02 20:27:39","2016-02-02 20:28:51","107","Ames St at Main St","42.3625","-71.08822","107","Ames St at Main St","42.3625","-71.08822","1567","Subscriber","1993","1"
"1008","2016-02-02 20:27:57","2016-02-02 20:44:45","84","CambridgeSide Galleria - CambridgeSide PL at Land Blvd","42.366981","-71.076472","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","854","Subscriber","1988","1"
"279","2016-02-02 20:29:40","2016-02-02 20:34:19","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","72","One Broadway / Kendall Sq at Main St / 3rd St","42.362613","-71.084105","1564","Customer","1978","1"
"395","2016-02-02 20:33:37","2016-02-02 20:40:13","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","1092","Subscriber","1979","2"
"541","2016-02-02 20:35:04","2016-02-02 20:44:05","110","Harvard University Gund Hall at Quincy St / Kirkland S","42.376369","-71.114025","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","1003","Subscriber","1991","2"
"321","2016-02-02 20:36:43","2016-02-02 20:42:05","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","97","Harvard University River Houses at DeWolfe St / Cowperthwaite St","42.36919031768079","-71.11714124679565","1275","Subscriber","1987","2"
"384","2016-02-02 20:37:36","2016-02-02 20:44:01","107","Ames St at Main St","42.3625","-71.08822","179","MIT Vassar St","42.355601213279265","-71.10394477844238","676","Subscriber","1988","2"
"340","2016-02-02 20:39:27","2016-02-02 20:45:07","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","764","Subscriber","1985","1"
"230","2016-02-02 20:39:55","2016-02-02 20:43:46","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","179","MIT Vassar St","42.355601213279265","-71.10394477844238","668","Subscriber","1980","1"
"1347","2016-02-02 20:40:27","2016-02-02 21:02:54","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","1550","Subscriber","1986","1"
"364","2016-02-02 20:41:12","2016-02-02 20:47:16","177","University Park","42.36264779118595","-71.10006093978882","179","MIT Vassar St","42.355601213279265","-71.10394477844238","1299","Subscriber","1990","2"
"631","2016-02-02 20:45:17","2016-02-02 20:55:48","141","Kendall Street","42.363560158429884","-71.08216792345047","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","878","Customer","1978","1"
"189","2016-02-02 20:48:05","2016-02-02 20:51:14","89","Harvard Law School at Mass Ave / Jarvis St","42.379011","-71.119945","73","Harvard Square at Brattle St / Eliot St","42.373231","-71.120886","940","Customer","1992","1"
"319","2016-02-02 20:48:11","2016-02-02 20:53:30","177","University Park","42.36264779118595","-71.10006093978882","179","MIT Vassar St","42.355601213279265","-71.10394477844238","635","Subscriber","1991","1"
"274","2016-02-02 20:49:26","2016-02-02 20:54:01","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","1537","Customer","1988","1"
"304","2016-02-02 20:50:47","2016-02-02 20:55:51","179","MIT Vassar St","42.355601213279265","-71.10394477844238","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","676","Subscriber","1995","1"
"350","2016-02-02 20:52:37","2016-02-02 20:58:27","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","799","Subscriber","1990","1"
"449","2016-02-02 20:54:03","2016-02-02 21:01:33","108","Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St","42.377945","-71.116865","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","1088","Subscriber","1984","1"
"241","2016-02-02 20:56:16","2016-02-02 21:00:17","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","999","Subscriber","1990","2"
"554","2016-02-02 20:57:30","2016-02-02 21:06:44","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","1526","Subscriber","1986","1"
"583","2016-02-02 21:01:44","2016-02-02 21:11:27","107","Ames St at Main St","42.3625","-71.08822","178","MIT Pacific St at Purrington St","42.35957320109044","-71.10129475593567","1567","Subscriber","1987","2"
"378","2016-02-02 21:02:13","2016-02-02 21:08:32","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","1557","Customer","1987","2"
"828","2016-02-02 21:02:36","2016-02-02 21:16:25","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","1084","Subscriber","1990","1"
"1326","2016-02-02 21:03:22","2016-02-02 21:25:29","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","1282","Subscriber","1992","1"
"300","2016-02-02 21:03:29","2016-02-02 21:08:30","89","Harvard Law School at Mass Ave / Jarvis St","42.379011","-71.119945","70","Harvard Kennedy School at Bennett St / Eliot St","42.371196","-71.121473","1108","Subscriber","1985","1"
"867","2016-02-02 21:07:03","2016-02-02 21:21:30","179","MIT Vassar St","42.355601213279265","-71.10394477844238","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","741","Subscriber","1995","2"
"223","2016-02-02 21:10:03","2016-02-02 21:13:46","178","MIT Pacific St at Purrington St","42.35957320109044","-71.10129475593567","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","877","Subscriber","1989","1"
"227","2016-02-02 21:10:45","2016-02-02 21:14:32","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","70","Harvard Kennedy School at Bennett St / Eliot St","42.371196","-71.121473","1537","Customer","1989","1"
"241","2016-02-02 21:13:03","2016-02-02 21:17:04","73","Harvard Square at Brattle St / Eliot St","42.373231","-71.120886","104","Harvard University Radcliffe Quadrangle at Shepard St / Garden St","42.380287","-71.125107","940","Subscriber","1989","1"
"442","2016-02-02 21:13:18","2016-02-02 21:20:41","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","1294","Subscriber","1981","2"
"994","2016-02-02 21:13:48","2016-02-02 21:30:22","178","MIT Pacific St at Purrington St","42.35957320109044","-71.10129475593567","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","1110","Subscriber","1993","1"
